x = -0.205	y = 1.12154	f = 1.12154
x = -0.2	y = 1.11803	f = 1.11803
x = -0.195	y = 1.11456	f = 1.11456
x = -0.19	y = 1.11111	f = 1.11111
x = -0.185	y = 1.1077	f = 1.1077
x = -0.18	y = 1.10432	f = 1.10432
x = -0.175	y = 1.10096	f = 1.10096
x = -0.17	y = 1.09764	f = 1.09764
x = -0.165	y = 1.09435	f = 1.09435
x = -0.16	y = 1.09109	f = 1.09109
x = -0.155	y = 1.08786	f = 1.08786
x = -0.15	y = 1.08465	f = 1.08465
x = -0.145	y = 1.08148	f = 1.08148
x = -0.14	y = 1.07833	f = 1.07833
x = -0.135	y = 1.07521	f = 1.07521
x = -0.13	y = 1.07211	f = 1.07211
x = -0.125	y = 1.06904	f = 1.06904
x = -0.12	y = 1.066	f = 1.066
x = -0.115	y = 1.06299	f = 1.06299
x = -0.11	y = 1.06	f = 1.06
x = -0.105	y = 1.05703	f = 1.05703
x = -0.1	y = 1.05409	f = 1.05409
x = -0.095	y = 1.05118	f = 1.05118
x = -0.09	y = 1.04828	f = 1.04828
x = -0.085	y = 1.04542	f = 1.04542
x = -0.08	y = 1.04257	f = 1.04257
x = -0.075	y = 1.03975	f = 1.03975
x = -0.07	y = 1.03695	f = 1.03695
x = -0.065	y = 1.03418	f = 1.03418
x = -0.06	y = 1.03142	f = 1.03142
x = -0.055	y = 1.02869	f = 1.02869
x = -0.05	y = 1.02598	f = 1.02598
x = -0.045	y = 1.02329	f = 1.02329
x = -0.04	y = 1.02062	f = 1.02062
x = -0.035	y = 1.01797	f = 1.01797
x = -0.03	y = 1.01535	f = 1.01535
x = -0.025	y = 1.01274	f = 1.01274
x = -0.02	y = 1.01015	f = 1.01015
x = -0.015	y = 1.00759	f = 1.00759
x = -0.01	y = 1.00504	f = 1.00504
x = -0.005	y = 1.00251	f = 1.00251
x = 7.09502e-16	y = 1	f = 1
x = 0.005	y = 0.997509	f = 0.997509
x = 0.01	y = 0.995037	f = 0.995037
x = 0.015	y = 0.992583	f = 0.992583
x = 0.02	y = 0.990148	f = 0.990148
x = 0.025	y = 0.98773	f = 0.98773
x = 0.03	y = 0.985329	f = 0.985329
x = 0.035	y = 0.982946	f = 0.982946
x = 0.04	y = 0.980581	f = 0.980581
x = 0.045	y = 0.978232	f = 0.978232
x = 0.05	y = 0.9759	f = 0.9759
x = 0.055	y = 0.973585	f = 0.973585
x = 0.06	y = 0.971286	f = 0.971286
x = 0.065	y = 0.969003	f = 0.969003
x = 0.07	y = 0.966736	f = 0.966736
x = 0.075	y = 0.964486	f = 0.964486
x = 0.08	y = 0.96225	f = 0.96225
x = 0.085	y = 0.960031	f = 0.960031
x = 0.09	y = 0.957826	f = 0.957826
x = 0.095	y = 0.955637	f = 0.955637
x = 0.1	y = 0.953463	f = 0.953463
x = 0.105	y = 0.951303	f = 0.951303
x = 0.11	y = 0.949158	f = 0.949158
x = 0.115	y = 0.947027	f = 0.947027
x = 0.12	y = 0.944911	f = 0.944911
x = 0.125	y = 0.942809	f = 0.942809
x = 0.13	y = 0.940721	f = 0.940721
x = 0.135	y = 0.938647	f = 0.938647
x = 0.14	y = 0.936586	f = 0.936586
x = 0.145	y = 0.934539	f = 0.934539
x = 0.15	y = 0.932505	f = 0.932505
x = 0.155	y = 0.930484	f = 0.930484
x = 0.16	y = 0.928477	f = 0.928477
x = 0.165	y = 0.926482	f = 0.926482
x = 0.17	y = 0.9245	f = 0.9245
x = 0.175	y = 0.922531	f = 0.922531
x = 0.18	y = 0.920575	f = 0.920575
x = 0.185	y = 0.91863	f = 0.91863
x = 0.19	y = 0.916698	f = 0.916698
x = 0.195	y = 0.914779	f = 0.914779
x = 0.2	y = 0.912871	f = 0.912871
x = 0.205	y = 0.910975	f = 0.910975
x = 0.21	y = 0.909091	f = 0.909091
x = 0.215	y = 0.907218	f = 0.907218
x = 0.22	y = 0.905357	f = 0.905357
x = 0.225	y = 0.903508	f = 0.903508
x = 0.23	y = 0.90167	f = 0.90167
x = 0.235	y = 0.899843	f = 0.899843
x = 0.24	y = 0.898027	f = 0.898027
x = 0.245	y = 0.896221	f = 0.896221
x = 0.25	y = 0.894427	f = 0.894427
x = 0.255	y = 0.892644	f = 0.892644
x = 0.26	y = 0.890871	f = 0.890871
x = 0.265	y = 0.889108	f = 0.889108
x = 0.27	y = 0.887357	f = 0.887357
x = 0.275	y = 0.885615	f = 0.885615
x = 0.28	y = 0.883883	f = 0.883883
x = 0.285	y = 0.882162	f = 0.882162
x = 0.29	y = 0.880451	f = 0.880451
x = 0.295	y = 0.87875	f = 0.87875
x = 0.3	y = 0.877058	f = 0.877058
x = 0.305	y = 0.875376	f = 0.875376
x = 0.31	y = 0.873704	f = 0.873704
x = 0.315	y = 0.872041	f = 0.872041
x = 0.32	y = 0.870388	f = 0.870388
x = 0.325	y = 0.868744	f = 0.868744
x = 0.33	y = 0.86711	f = 0.86711
x = 0.335	y = 0.865485	f = 0.865485
x = 0.34	y = 0.863868	f = 0.863868
x = 0.345	y = 0.862261	f = 0.862261
x = 0.35	y = 0.860663	f = 0.860663
x = 0.355	y = 0.859074	f = 0.859074
x = 0.36	y = 0.857493	f = 0.857493
x = 0.365	y = 0.855921	f = 0.855921
x = 0.37	y = 0.854358	f = 0.854358
x = 0.375	y = 0.852803	f = 0.852803
x = 0.38	y = 0.851257	f = 0.851257
x = 0.385	y = 0.849719	f = 0.849719
x = 0.39	y = 0.848189	f = 0.848189
x = 0.395	y = 0.846668	f = 0.846668
x = 0.4	y = 0.845154	f = 0.845154
x = 0.405	y = 0.843649	f = 0.843649
x = 0.41	y = 0.842152	f = 0.842152
x = 0.415	y = 0.840663	f = 0.840663
x = 0.42	y = 0.839181	f = 0.839182
x = 0.425	y = 0.837708	f = 0.837708
x = 0.43	y = 0.836242	f = 0.836242
x = 0.435	y = 0.834784	f = 0.834784
x = 0.44	y = 0.833333	f = 0.833334
x = 0.445	y = 0.83189	f = 0.831891
x = 0.45	y = 0.830455	f = 0.830455
x = 0.455	y = 0.829027	f = 0.829027
x = 0.46	y = 0.827606	f = 0.827607
x = 0.465	y = 0.826192	f = 0.826193
x = 0.47	y = 0.824786	f = 0.824787
x = 0.475	y = 0.823387	f = 0.823388
x = 0.48	y = 0.821995	f = 0.821997
x = 0.485	y = 0.82061	f = 0.820612
x = 0.49	y = 0.819232	f = 0.819234
x = 0.495	y = 0.817861	f = 0.817863
x = 0.5	y = 0.816497	f = 0.8165
x = 0.505	y = 0.815139	f = 0.815143
x = 0.51	y = 0.813788	f = 0.813792
x = 0.515	y = 0.812444	f = 0.812449
x = 0.52	y = 0.811107	f = 0.811112
x = 0.525	y = 0.809776	f = 0.809782
x = 0.53	y = 0.808452	f = 0.808459
x = 0.535	y = 0.807134	f = 0.807142
x = 0.54	y = 0.805823	f = 0.805832
x = 0.545	y = 0.804518	f = 0.804528
x = 0.55	y = 0.803219	f = 0.803231
x = 0.555	y = 0.801927	f = 0.801941
x = 0.56	y = 0.800641	f = 0.800656
x = 0.565	y = 0.799361	f = 0.799379
x = 0.57	y = 0.798087	f = 0.798107
x = 0.575	y = 0.796819	f = 0.796842
x = 0.58	y = 0.795557	f = 0.795583
x = 0.585	y = 0.794301	f = 0.794331
x = 0.59	y = 0.793052	f = 0.793085
x = 0.595	y = 0.791808	f = 0.791846
x = 0.6	y = 0.790569	f = 0.790612
x = 0.605	y = 0.789337	f = 0.789386
x = 0.61	y = 0.78811	f = 0.788165
x = 0.615	y = 0.786889	f = 0.786951
x = 0.62	y = 0.785674	f = 0.785744
x = 0.625	y = 0.784465	f = 0.784543
x = 0.63	y = 0.78326	f = 0.783348
x = 0.635	y = 0.782062	f = 0.78216
x = 0.64	y = 0.780869	f = 0.780979
x = 0.645	y = 0.779681	f = 0.779805
x = 0.65	y = 0.778499	f = 0.778637
x = 0.655	y = 0.777322	f = 0.777477
x = 0.66	y = 0.776151	f = 0.776324
x = 0.665	y = 0.774984	f = 0.775178
x = 0.67	y = 0.773823	f = 0.774039
x = 0.675	y = 0.772667	f = 0.772908
x = 0.68	y = 0.771517	f = 0.771785
x = 0.685	y = 0.770371	f = 0.770669
x = 0.69	y = 0.769231	f = 0.769562
x = 0.695	y = 0.768095	f = 0.768464
x = 0.7	y = 0.766965	f = 0.767374
x = 0.705	y = 0.76584	f = 0.766293
x = 0.71	y = 0.764719	f = 0.765222
x = 0.715	y = 0.763604	f = 0.764161
x = 0.72	y = 0.762493	f = 0.76311
x = 0.725	y = 0.761387	f = 0.762069
x = 0.73	y = 0.760286	f = 0.76104
x = 0.735	y = 0.75919	f = 0.760023
x = 0.74	y = 0.758098	f = 0.759018
x = 0.745	y = 0.757011	f = 0.758026
x = 0.75	y = 0.755929	f = 0.757047
x = 0.755	y = 0.754851	f = 0.756084
x = 0.76	y = 0.753778	f = 0.755135
x = 0.765	y = 0.75271	f = 0.754203
x = 0.77	y = 0.751646	f = 0.753288
x = 0.775	y = 0.750587	f = 0.752391
x = 0.78	y = 0.749532	f = 0.751513
x = 0.785	y = 0.748481	f = 0.750656
x = 0.79	y = 0.747435	f = 0.74982
x = 0.795	y = 0.746393	f = 0.749008
x = 0.8	y = 0.745356	f = 0.748221
x = 0.805	y = 0.744323	f = 0.74746
x = 0.81	y = 0.743294	f = 0.746727
x = 0.815	y = 0.74227	f = 0.746024
x = 0.82	y = 0.741249	f = 0.745353
x = 0.825	y = 0.740233	f = 0.744717
x = 0.83	y = 0.739221	f = 0.744117
x = 0.835	y = 0.738213	f = 0.743557
x = 0.84	y = 0.73721	f = 0.743038
x = 0.845	y = 0.73621	f = 0.742564
x = 0.85	y = 0.735215	f = 0.742138
x = 0.855	y = 0.734223	f = 0.741763
x = 0.86	y = 0.733236	f = 0.741443
x = 0.865	y = 0.732252	f = 0.741182
x = 0.87	y = 0.731272	f = 0.740983
x = 0.875	y = 0.730297	f = 0.740851
x = 0.88	y = 0.729325	f = 0.740791
x = 0.885	y = 0.728357	f = 0.740808
x = 0.89	y = 0.727393	f = 0.740907
x = 0.895	y = 0.726433	f = 0.741093
x = 0.9	y = 0.725476	f = 0.741373
