x = -0.5	y = 1.41421	f = 1.41421
x = -0.035	y = 1.01797	f = 1.01797
x = -0.03	y = 1.01535	f = 1.01535
x = -0.025	y = 1.01274	f = 1.01274
x = -0.02	y = 1.01015	f = 1.01015
x = -0.015	y = 1.00759	f = 1.00759
x = -0.01	y = 1.00504	f = 1.00504
x = -0.005	y = 1.00251	f = 1.00251
x = 3.76435e-16	y = 1	f = 1
x = 0.005	y = 0.997509	f = 0.997509
x = 0.01	y = 0.995037	f = 0.995037
x = 0.015	y = 0.992583	f = 0.992583
x = 0.02	y = 0.990148	f = 0.990148
x = 0.025	y = 0.98773	f = 0.98773
x = 0.03	y = 0.985329	f = 0.985329
x = 0.035	y = 0.982946	f = 0.982946
x = 0.04	y = 0.980581	f = 0.980581
x = 0.045	y = 0.978232	f = 0.978232
x = 0.05	y = 0.9759	f = 0.9759
x = 0.055	y = 0.973585	f = 0.973585
x = 0.06	y = 0.971286	f = 0.971286
x = 0.065	y = 0.969003	f = 0.969003
x = 0.07	y = 0.966736	f = 0.966736
x = 0.075	y = 0.964486	f = 0.964486
x = 0.08	y = 0.96225	f = 0.96225
x = 0.085	y = 0.960031	f = 0.960031
x = 0.09	y = 0.957826	f = 0.957826
x = 0.095	y = 0.955637	f = 0.955637
x = 0.1	y = 0.953463	f = 0.953463
x = 0.105	y = 0.951303	f = 0.951303
x = 0.11	y = 0.949158	f = 0.949158
x = 0.115	y = 0.947027	f = 0.947027
x = 0.12	y = 0.944911	f = 0.944911
x = 0.125	y = 0.942809	f = 0.942809
x = 0.13	y = 0.940721	f = 0.940721
x = 0.135	y = 0.938647	f = 0.938647
x = 0.14	y = 0.936586	f = 0.936586
x = 0.145	y = 0.934539	f = 0.934539
x = 0.15	y = 0.932505	f = 0.932505
x = 0.155	y = 0.930484	f = 0.930484
x = 0.16	y = 0.928477	f = 0.928477
x = 0.165	y = 0.926482	f = 0.926482
x = 0.17	y = 0.9245	f = 0.9245
x = 0.175	y = 0.922531	f = 0.922531
x = 0.18	y = 0.920575	f = 0.920575
x = 0.185	y = 0.91863	f = 0.91863
x = 0.19	y = 0.916698	f = 0.916698
x = 0.195	y = 0.914779	f = 0.914779
x = 0.2	y = 0.912871	f = 0.912871
x = 0.205	y = 0.910975	f = 0.910975
x = 0.21	y = 0.909091	f = 0.909091
x = 0.215	y = 0.907218	f = 0.907218
x = 0.22	y = 0.905357	f = 0.905357
x = 0.225	y = 0.903508	f = 0.903508
x = 0.23	y = 0.90167	f = 0.90167
x = 0.235	y = 0.899843	f = 0.899843
x = 0.24	y = 0.898027	f = 0.898027
x = 0.245	y = 0.896221	f = 0.896221
x = 0.25	y = 0.894427	f = 0.894427
x = 0.255	y = 0.892644	f = 0.892644
x = 0.26	y = 0.890871	f = 0.890871
x = 0.265	y = 0.889108	f = 0.889108
x = 0.27	y = 0.887357	f = 0.887357
x = 0.275	y = 0.885615	f = 0.885615
x = 0.28	y = 0.883883	f = 0.883883
x = 0.285	y = 0.882162	f = 0.882162
x = 0.29	y = 0.880451	f = 0.880451
x = 0.295	y = 0.87875	f = 0.87875
x = 0.3	y = 0.877058	f = 0.877058
x = 0.305	y = 0.875376	f = 0.875376
x = 0.31	y = 0.873704	f = 0.873704
x = 0.315	y = 0.872041	f = 0.872041
x = 0.32	y = 0.870388	f = 0.870388
x = 0.325	y = 0.868744	f = 0.868744
x = 0.33	y = 0.86711	f = 0.86711
x = 0.335	y = 0.865485	f = 0.865485
x = 0.34	y = 0.863868	f = 0.863868
x = 0.345	y = 0.862261	f = 0.862261
x = 0.35	y = 0.860663	f = 0.860663
x = 0.355	y = 0.859074	f = 0.859074
x = 0.36	y = 0.857493	f = 0.857493
x = 0.365	y = 0.855921	f = 0.855921
x = 0.37	y = 0.854358	f = 0.854358
x = 0.375	y = 0.852803	f = 0.852803
x = 0.38	y = 0.851257	f = 0.851257
x = 0.385	y = 0.849719	f = 0.849719
x = 0.39	y = 0.848189	f = 0.848189
x = 0.395	y = 0.846668	f = 0.846668
x = 0.4	y = 0.845154	f = 0.845154
x = 0.405	y = 0.843649	f = 0.843649
x = 0.41	y = 0.842152	f = 0.842152
x = 0.415	y = 0.840663	f = 0.840663
x = 0.42	y = 0.839181	f = 0.839181
x = 0.425	y = 0.837708	f = 0.837708
x = 0.43	y = 0.836242	f = 0.836242
x = 0.435	y = 0.834784	f = 0.834784
x = 0.44	y = 0.833333	f = 0.833333
x = 0.445	y = 0.83189	f = 0.83189
x = 0.45	y = 0.830455	f = 0.830455
x = 0.455	y = 0.829027	f = 0.829027
x = 0.46	y = 0.827606	f = 0.827606
x = 0.465	y = 0.826192	f = 0.826192
x = 0.47	y = 0.824786	f = 0.824786
x = 0.475	y = 0.823387	f = 0.823387
x = 0.48	y = 0.821995	f = 0.821995
x = 0.485	y = 0.82061	f = 0.82061
x = 0.49	y = 0.819232	f = 0.819232
x = 0.495	y = 0.817861	f = 0.817861
x = 0.5	y = 0.816497	f = 0.816497
